OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Publication Link,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Latitude,Longitude
2368,54220,Australia -- 53290,Port Adelaide, ,AU PAE,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,75134, , ,"a0554220, coa05a, gen05c, h0554220",2,0,14,17.1,12.5,6.4,0,0,0,0,0,0,0,Medium,River (Natural),-34.85,138.5
2369,61410,Japan -- 61100,Uraga Ko, ,JP URG,Japan,North Pacific Ocean, ,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub158bk.pdf&type=view,97134, , ,"a1261400, coa12b, gen12b, h1261372",1,0,15.5,23.2,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),35.233333,139.716667
2370,49830,Malaysia -- 49820,Pelabuhan Bass,Bass Harbour, ,Malaysia,Strait of Malacca; Indian Ocean, ,Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub174bk.pdf&type=view,71052, , ,"a0357429, coa03c, gen03c",2,0,23.2,3.4,4.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),6.316667,99.833333
2371,61855,Japan -- 61100,Shimminato, , ,Japan,Sea of Japan; North Pacific Ocean, ,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub159bk.pdf&type=view,95270, , ,"a1261860, coa12a, gen12b, h1261850",0,0,12.5,12.5,6.4,0,0,0,0,0,0,0,0,Very Small,River (Basins),36.766667,137.116667
2372,50055,Indonesia -- 50020,Sekupang, ,ID SKP,Indonesia,Strait of Malacca; Indian Ocean, ,Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub174bk.pdf&type=view,71239, , ,"a0350001, coa03f, gen03c, h0350060",0,0,9.4,15.5,11,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,1.133333,103.916667
2373,59950,China Continued -- 59850,Zhen Hai,Chen-hai; Chinhai,CN ZHI,China,East China Sea; North Pacific Ocean, ,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view,94203, , ,"a2359940, coa23d, gen23a, h2359940",2,0,4.9,3.4,6.4,14,0,0,0,0,0,0,0,Very Small,River (Natural),29.95,121.7
2374,57572,Vietnam -- 57510,Phu My, ,VN PHU,Vietnam,South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view,93385, , ,"a1157570, coa11a, gen11a",4,0,23.2,0,6.4,14,0,0,0,0,0,0,0,Very Small,River (Natural),10.583333,107.033333
2375,11045,Dominican Republic -- 10950,Puerto De Haina,Haina; Rio Haina,DO INA,Dominican Republic,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub147bk.pdf&type=view,25847, , ,"a1611040, coa16k, gen16, h1611045",0,0,9.4,12.5,9.4,11,0,0,0,0,0,0,0,Small,River (Natural),18.416667,-70.016667
2376,51695,Sabah -- 51650,Sapangar Bay, , ,Malaysia,South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub163bk.pdf&type=view,71326, , ,"a1151690, coa11c, gen11b, h1151691",1,0,11,21.6,9.4,11,0,0,0,0,0,0,0,Small,Coastal (Natural),6.083333,116.116667
2377,56323,Hawaiian Islands -- 56050,Tern Island, , ,United States,North Pacific Ocean, ,U.S. Coast Pilot 10 - Oregon Washington Hawaii and Pacific Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp10/CPB10_WEB.pdf, , , ,"a1356323, gen13c, h1356323",0.3,0,4.9,23.2,4.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),23.866667,-166.283333
2378,58315,Philippine Islands -- 57960,Santa Cruz (Marinduque Isl), , ,Philippines,Philippine inland seas; North Pacific Ocean, ,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub162bk.pdf&type=view,"91335, 91340", , ,"coa11f, gen11a",5,0,23.2,15.5,9.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),13.5,122.066667
2379,28490, ,Paljassaare, ,EE PAS,Estonia,Gulf of Finland; Baltic Sea; North Atlantic Ocean, ,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view,44352, , ,"a2228480, coa22v, gen22d, h2228480",0,90,8.8,0,8.5,0,0,190,30,8.6,0,0,0,Medium,Coastal (Breakwater),59.459102,24.70564
2380,59960,China Continued -- 59850,Zhoushan,Dinghai,CN ZOS,China,East China Sea; North Pacific Ocean, ,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view,94203, , ,"a2359940, coa23d, gen23a",1,0,21.6,21.6,23.2,3.4,0,0,0,0,0,0,0,Small,Coastal (Natural),30,122.1
2381,3310,Canada Lake Erie -- 3240,Port Stanley, ,CA PST,Canada,Lake Erie; Great Lakes, ,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp6/CPB6_WEB.pdf, , , ,h1802740,0,0,4.9,6.4,4.9,0,0,0,0,0,0,0,0,Very Small,River (Natural),42.666667,-81.2
2382,52940,New Guinea West Coast - Irian Jaya -- 52900,Serui,Seroei, ,Indonesia,Teluk Cenderawasih; South Pacific Ocean, ,Sailing Directions Pub. 164 (Enroute) - New Guinea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub164bk.pdf&type=view, , , ,"coa05h, gen05a",5,0,11,23.2,4.9,11,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-1.9,136.25
2383,52140,Sulawesi -- 51970,Poso, ,ID PSJ,Indonesia,Teluk Tomini; Molucca Sea; South Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub163bk.pdf&type=view, , , ,"coa04e, gen04c",2,0,4.9,23.2,4.9,4.9,0,0,0,0,0,0,0,Very Small,Open Roadstead,-1.366667,120.75
2384,17650,United States W Coast -- 16000,Shelton, ,US XSI,United States,Alaska-Canada coastal waters; North Pacific Ocean, ,U.S. Coast Pilot 10 - Oregon Washington Hawaii and Pacific Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp10/CPB10_WEB.pdf,18448, , ,"a2617700, gen26a, h2617660",3.4,0,2.4,0,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),47.216667,-123.1
2385,52870,Kepulauan Tanimbar -- 52850,Saumlaki,Saumlakki,ID SXK,Indonesia,Arafura Sea; South Pacific Ocean, ,Sailing Directions Pub. 164 (Enroute) - New Guinea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub164bk.pdf&type=view, , , ,"coa04g, gen04b",3,0,4.9,23.2,4.9,4.9,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-7.983333,131.3
2386,48035,Egypt Red Sea -- 47950,Sokhna Port Gas Tanker Terminal, ,EG SOK,Egypt,Gulf of Suez; Red Sea; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62196, , ,"a1048045, coa10f, gen10c, h1048030",0,0,7.9,23.2,0,7.9,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),29.683333,32.366667
2387,58130,Philippine Islands -- 57960,Virac,Cabugao Bay,PH VRC,Philippines,Philippine inland seas; North Pacific Ocean, ,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub162bk.pdf&type=view,"91040, 91400", , ,"a1158170, coa11f, gen11a",4,0,7.9,15.5,4.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),13.583333,124.25
2388,57580,Vietnam -- 57510,Thanh Ho Chi Minh,Saigon,VN SGN,Vietnam,South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view,93406, , ,"a1157570, coa11a, gen11a, h1157570",4,0,9.4,18.6,14,14,0,0,0,0,0,0,0,Medium,River (Natural),10.766667,106.716667
2389,50441,Indonesia -- 50020,Pulau Baai, , ,Indonesia,Indian Ocean, ,Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub174bk.pdf&type=view, , , ,"coa03q, gen03c",1,0,9.4,11,9.4,11,0,0,0,0,0,0,0,Very Small,Open Roadstead,-3.916667,102.283333
2390,61370,Japan -- 61100,Tateyama Ko, ,JP TTY,Japan,North Pacific Ocean, ,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub158bk.pdf&type=view,97145, , ,"a1261400, coa12b, gen12b",1,0,17.1,17.1,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),35,139.8
2391,52560,Halmahera -- 52540,Patani, , ,Indonesia,North Pacific Ocean, ,Sailing Directions Pub. 164 (Enroute) - New Guinea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub164bk.pdf&type=view, , , ,"coa11l, gen11b",1,0,0,23.2,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),0.366667,128.75
2392,56540,Northern Mariana Is -- 56515,Rota, ,MP ROP,Northern Mariana Islands,North Pacific Ocean, ,U.S. Coast Pilot 10 - Oregon Washington Hawaii and Pacific Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp10/CPB10_WEB.pdf,803752, , ,"a1256540, coa12f, gen12d",1,0,23.2,23.2,1.8,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,14.133333,145.15
2393,61580,Japan -- 61100,Uno Ko,Tama,JP UNO,Japan,Sea of Japan; North Pacific Ocean, ,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub159bk.pdf&type=view,97253, , ,"a1262110, coa12c, gen12b",2,0,12.5,7.9,11,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),34.483333,133.95
2394,62113,Japan -- 61100,Yanai, ,JP YAN,Japan,Sea of Japan; North Pacific Ocean, ,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub159bk.pdf&type=view,97271, , ,"a1261650, coa12c, gen12b",1,0,0,17.1,3.4,14,0,0,0,0,0,0,0,Very Small,Open Roadstead,33.95,132.133333
2395,57640,Vietnam -- 57510,Qui Nhon,Quy Nhon,VN UIH,Vietnam,South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view,93480, , ,"a1157640, coa11a, gen11a, h1157640",2,0,11,11,6.4,7.9,0,0,0,0,0,0,0,Very Small,Coastal (Natural),13.766667,109.233333
2396,55050,New Zealand N Island -- 54990,Whangarei, ,NZ WRE,New Zealand,South Pacific Ocean, ,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub127bk.pdf&type=view,76050, , ,"a0655050, coa06f, gen06b, h0655050",2,0,7.9,12.5,4.9,12.5,0,0,0,0,0,0,0,Small,River (Natural),-35.8,174.433333
2397,61550,Japan -- 61100,Osaka,Sakai,JP OSA,Japan,Sea of Japan; North Pacific Ocean, ,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub159bk.pdf&type=view,97213, , ,"a1261550, coa12c, gen12b, h1261550",1,0,11,15.5,14,6.4,0,0,0,0,0,0,0,Large,Coastal (Breakwater),34.65,135.433333
2398,61460,Japan -- 61100,Shimizu Ko,Simizu,JP SMZ,Japan,North Pacific Ocean, ,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub158bk.pdf&type=view,97159, , ,"a1261460, coa12b, gen12b, h1261460",2,0,11,23.2,14,20.1,0,0,0,0,0,0,0,Small,Coastal (Natural),35.016667,138.5
2399,57657,Vietnam -- 57510,Thanh Hoa,Le Mon,VN THO,Vietnam,South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view,93385, , ,"a1157570, gen11a",2,0,3.4,6.4,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),10.816667,106.766667
2400,61700,Japan -- 61100,Shimonoseki, ,JP SHS,Japan,Korea Strait; North Pacific Ocean, ,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub159bk.pdf&type=view,"97319, 97321", , ,"a2362120, coa23f, gen23a, h2361700",2,0,12.5,9.4,11,15.5,0,0,0,0,0,0,0,Small,Coastal (Natural),33.933333,130.933333
2401,51815,Indonesia - Borneo -- 51760,Tanjung Santan, ,ID SAT,Indonesia,Makassar Strait; South Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub163bk.pdf&type=view,72110, , ,"coa04c, gen04c",0,0,23.2,23.2,11,20.1,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-0.1,117.533333
2402,33400,Scotland West Coast -- 32790,Faslane,HM Naval Base Clyde,GB FAS,United Kingdom,North Atlantic Ocean, ,Sailing Directions Pub. 141 (Enroute) - Scotland,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view,36018, , ,"a2033490, gen20b, h2033420",0,0,0,0,0,0,0,0,0,0,0,0,0, , ,56.0638893,-4.819456751
2403,39935, ,Miseno, , ,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53162, , ,"a0939960, coa09b, gen09, h0939960",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,40.78815816,14.09109726
2404,40352, ,Scalo Vecchio,Linosa, ,Italy,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,"52170, 53220", , ,"coa09b, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,35.855,12.863
2405,40745,Italy East Coast -- 40390,Porto Di Chioggia, ,IT CHI,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54161, , ,"a0940760, coa09c, gen09, h0940745",1,0,7.9,4.9,6.4,0,0,0,0,0,0,0,0,Very Small,River (Basins),45.233333,12.3
2406,40650, ,Civitanova Marche, ,IT IOA,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54120, , ,"coa09c, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,43.316,13.734
2407,40155, ,Levanzo, ,IT LEV,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,52180, , ,"coa09b, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,37.987,12.341
2408,1700,Newfoundland S Coast -- 1680,Placentia Bay, , ,Canada,North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view, , , ,"a1801710, coa18d, gen18b, h1801700",0,0,0,0,0,0,0,0,0,0,0,0,0, , ,47.25355454,-54.01421577
2409,40720,Italy East Coast -- 40390,Porto Di Corsini,Ravenna,IT PCS,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54141, , ,"a0940720, coa09c, gen09, h0940720",2,0,4.9,4.9,9.4,20.1,0,0,0,0,0,0,0,Medium,Canal or Lake,44.495,12.291
2410,40785, ,Grado, ,IT GRD,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54169, , ,"a0940820, coa09c, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,45.697,13.298
2411,39910, ,Ischia, ,IT ISH,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53162, , ,"a0939960, coa09b, gen09, h0939960",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,40.748,13.944
2412,40090, ,Villa San Giovanni, ,IT VSG,Italy,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53183, , ,"a0940100, coa09b, gen09, h0940085",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,38.222,15.63
2413,23170, ,Haakonsvern, , ,Norway,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,43321, , ,"a2123160, coa21f, gen21a, h2123185",0,0,0,0,0,0,0,0,0,0,0,0,0, , ,60.33316436,5.235305876
2414,40560, ,Bisceglie, ,IT BCE,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54085, , ,"a0940590, coa09c, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,41.246,16.509
2415,40570, ,Trani, ,IT TNI,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54085, , ,"a0940590, coa09c, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,41.28342064,16.42370575
2416,40700, ,Rimini, ,IT RMI,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54140, , ,"a0940720, coa09c, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,44.081,12.574
2417,39840, ,Ponza, ,IT PNZ,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53141, , ,"a0939860, coa09b, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,40.895,12.964
2418,40060,Italy West Coast Cont -- 39730,Vibo Valentia Marina, ,IT VVA,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54040, , ,"coa09b, gen09",0,0,9.4,0,6.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),38.723,16.13
2419,40145, ,San Vito Lo Capo, ,IT SVC,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53242, , ,"coa09b, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,38.181,12.736
2420,39795, ,Porto Ercole, ,IT PTH,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53135, , ,"a0839810, coa08l, gen08a",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,42.404,11.213
2421,40282, ,Giardini Naxos, ,IT GIA,Italy,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53184, , ,"coa09b, gen09, h0940282",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,37.828,15.273
2422,40120,Sicilia -- 40090,Termini Imerese, ,IT TRI,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53242, , ,"a0940130, coa09b, gen09, h0940120",0,0,6.4,14,7.9,12.5,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),37.985,13.723
2423,40680, ,Fano, ,IT FAO,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54140, , ,"coa09c, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,43.857,13.017
2424,39855, ,Terracina, ,IT TRC,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53141, , ,"a0939860, coa09b, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,41.283,13.258
2425,40640, ,San Benedetto Del Tronto, ,IT SDB,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54120, , ,"coa09c, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,42.96,13.892
2426,39500, ,Chiavari - Lavagna, ,IT CHX,Italy,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53122, , ,"a0839470, coa08k, gen08a",0,0,0,0,0,0,0,0,0,0,0,0,0, , ,44.305,9.326
2427,39570, ,Viareggio, ,IT VIA,Italy,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53100, , ,"a0839520, coa08k, gen08a",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,43.862,10.234
2428,39850, ,San Felice Circeo, ,IT SFE,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53141, , ,"a0939860, coa09b, gen09",0,0,0,0,0,0,0,0,0,0,0,0,0,Small, ,41.226,13.097
